ID,Sentence,TW1,TW2,TW3,TW4,TW5,Question,VarName9,VarName10,VarName11,VarName12,answ,nchar,nword,hasQuest,Zstring,same_len,z_answ,zStr
174,"The weekly meetings were cancelled on multiple different occasions this summer because the director was traveling abroad.","meetings","cancelled","multiple","occasions","summer",,,,,,NaN,121,17,0,Zzz zzzzzs zzzzzzzz zzzz zzzzzzzzz zz zzzzzzzz zzzzzzzzz zzzzzzzzs zzzz zszzzz zzzzzzz szz zzzzzzzz zzz zzzzzzzsz zzzzzzz,1,5,Zzz zzzzzz zzzzzzzz zzzz zzzzzzzzz zz zzzzzzoz zzzzzzzzz zzzzzzzzz zzzz zzzzzz zzzzzzz zzz zzzzzzzz ozz zzzzzzzzz zzzzzzz
175,"Because Mark expected to receive a message from Natalie, he decided to charge his phone.","expected","receive","message","Natalie,","decided",,,,,,NaN,88,15,0,Zzzzzzz Zszz zszzzzzz zz zzzzzzz z zzzzzzz zzzz Zzzszzzz sz zzszzzz zz zzzzzz zsz zzzzzz,1,6,Zzzzzzz Zzzz zzozzzzz zz zzzzzzz z zzzzzzz zzzz Zzzozzzz oz zzzzzzz zz zzzzzz zzz zzzzzz
176,"The next speaker was responsible for presenting the international sale statistics to the company shareholders.","speaker","responsible","presenting","international","statistics",,,,,,NaN,110,15,0,Zzz zzzz szzzzzz zzz szzzzzzzzzz zzz zzzzzzzzzz zzz zzzzzzzszzzzz zzzs zzzzzzzzzz sz zsz zszzzzz zzzzzzzzzzzzz,1,7,Zzz zzzz ozzzzzz zzz zzzzzzzzzzz zoz zzzzzzozzz zzz zzzzzzzzzzzzz zzzz zzzzzzozzz zz zzz zzzzzzz zzzzzzzzzzzzz
177,"The quickly melting snow enabled the travellers to undertake the remaining leg of the journey through the mountains.","melting","enabled","travellers","undertake","remaining",,,,,,NaN,116,18,0,Zsz szzzzzz zzzzzzz zzzs zzzzzzs zzz zzzzzzzzzz zz zzzzzzzzz zzz zzzzzzzsz zzz zz zsz zzszzzz zzzzzzz zzz zzzzzzzzsz,1,8,Zzz zzzzzzz zzzzzzz zzzz zzzzzzz zzz zzzzzzzzzz zz zzzzzzzzz zzz zzzzzzzzz zzz zz zzz zzzzzzz zzzozzz zzz zzzzzzzzzz
178,"The latest ceasefire was expected to continue for another year because of the renewed peace negotiations.","ceasefire","expected","continue","another","because",,,,,,NaN,105,16,0,Zzz zzzzzs zzzzzzzzz zzz zzzzzzzz zs zszzzzzz szz zzzzzzz zzzz zszzzzz zz zsz zzzzzzz zzzzz zzzzzzzzzzzzz,1,6,Zzz zzzzzz zzzzzzzzz zzz zzzzzzzz zz zzzzzzzz zzo zzzzzzz zzzo zzzzzzz zz zzz zzzzzzz zzzzz zzzzzzzzzzzzz
179,"After the thunderstorm, the children went outside to photograph the beautiful rainbow in the sky.","thunderstorm,","children","outside","photograph","beautiful",,,,,,NaN,97,15,0,Zzzzs zzz zzzzzzzzszzzz zzs szzzzzzz zzzz zzzzzzz zz zzzzzzzzzz zzz szzzzzzzz zzzzzzz zs zzs zzzz,1,7,Zzzzz zzz zzzzzzzzzozzz zzz zzzzzzzz zzzz zzzzzzo zz zzzzzzzzzz zzz zzzzzzzzz zzzzzzz zz zzz zozz
180,"The new medicine was confirmed to improve the patient long-term outcome and to reduce their recovery time.","medicine","confirmed","improve","patient","outcome",,,,,,NaN,106,17,0,Zsz zzz zzzzzzzz zzz zzzzzzzzz sz szzzzzz zzs szzzzzz zzzzzzzzz zzzzzzz zzs zz zzzzzz szzzz zszzzzzz zzzzz,1,8,Zzz ozz zzzzzzzz zzz zzzzzzzzz zz zozzzzz zzz zzzzzzz zzzzzzzoz zzzzzzz zzz zz zzzzoz zzzzz zzzzzzzz zzzzz
181,"She is the author of a series of successful high school biology textbooks.","the","of","series","successful","school",What did she write?,biology textbooks,cooking recipes,cheques,complaints,1,74,13,1,Zzz zz zzs zzzzzz zz s zzzzsz zz zzzzzzzzzz zzzz zzzzzz zzzzszz zzzzszzzzz,1,5,Zzz zz zoz zzzzzz zz z zzzzzz zz zzzzzzzzzz zzzz zzzzzz zzzzzzz zzzzzzzzzz
182,"In the end, the show had to be cancelled due to its sinking ratings.","end,","show","to","cancelled","to",What happened to the show?,it went viral,it was cancelled,it was renewed,it was praised,2,68,14,1,Zz zzz zzzs zzs zzzz zzs zz zz zzzzzzzzz zzs zz szz zzzzzzz zzzzzszz,1,6,Zz zzz zzzo zzz zzzz zzz zz zz zzzozzzzz zzz zz zzz zzzzzzz zzzzzzzz
183,"Last week, Anna spent hours on the phone with her friend.","Anna","hours","the","with","friend.",Who did Anna talk to?,the President,the Mayor,her friend,her boss,3,57,11,1,Szzz zszzz Zzzz zszzz zzzsz zs zzz zzzzs zzzz zzz zzzszzz,1,7,Zzzz zozzz Zzzz zzozz zzzzz zz zzo zzzzz zzzz zzz zzzzzzz
184,"Recovering from the recession proved to be very challenging for the small country.","the","proved","be","challenging","the",,,,,,NaN,82,13,0,Zzzzzzzzzz zzzz zzs zzzzzzzzz zzzzzz zz sz zzsz zzzszzzzzzz szz szz zzszz zszzzzzz,1,8,Zzzzzzzzzz zzzz zzo zzzzzzzzz zzzozz zz oz zzzz zzzzzzzzzzz zzz zoz zzzzz zzzzzzzz
185,"The dangerous political situation forced many activists to emigrate.","political","forced","activists","emigrate.","",,,,,,NaN,68,9,0,Zzs zzzzzzzsz zzzzzzzzz zzzzzzzzz zzzzsz zzzz zzzzzzzsz zz zzzszzzzz,1,5,Zzz zzozzzzzz zzzzzzzzz zzzzzzzzz zzzzzz zzzz zzzzzzzzz zz zzzzzzzzz
186,"The castle attracted many visitors from abroad, even when it was still in ruins.","attracted","visitors","abroad,","when","was",,,,,,NaN,80,14,0,Zzs zzszzz zzzzzzzzz szzz zzzzzzzs zzzz zzzzzzz zzzz zzzz zs zzz zzzzz zz zszzzz,1,6,Zzz zzzzzz zzzzzzzzz ozzz zzzzzzzz zzzz zzzzzzz zzzz zzzo zz zzz zzzzz zz zzzzzz
187,"As the artist drew the child with the big ears, his parents sat watching nearby.","artist","the","with","big","his",What did the artist draw?,a child,a galaxy,a sunset,a forest,1,80,15,1,Sz zsz zzzzsz zzzs zzz zzzzz zszz zzz zzz zzszz zzz zzzzzzz szz zzzzzzzz zzzzzzz,1,7,Zz zzz zzzzzz zzzz zzz zzzoz zzzz ozz zzz zzzzz zzz zzzzzzz zzz zzzozzzz zzzzzzz
188,"While Tom grilled the sausages, his wife entertained the guests with stories of their latest vacation.","grilled","sausages,","wife","the","with",What did Tom do?,paint a fence,grill sausages,water the flowers,answer the door,2,102,16,1,Zzzsz Zsz zzzzzsz zzz zzszzzzzz zzz zzzz zzzzzzzzzzz zzz zzzszz zzzz zzzszzz sz zzzzz zzzzzz zzzzzzszz,1,8,Zzzzz Zzz zzzzzzz zzo zzzzzzzzz zzz zzzz zzzzzzzzzoz zzz zzzzzz zzzz zzzzzzo zz zzzzz ozzzzz zzzzzzzzz
189,"They had taken a trip to the Amazon rainforest and had seen many wonderful creatures.","taken","trip","the","rainforest","had",Where did they travel to?,the Netherlands,the White House,the Amazon rainforest,the Sahara Desert,3,85,15,1,Zzzz zzz zszzz s zszz zz zzz Zzzzzz zzzzzzzzzz zzz zzz zzzz zzzz zzzzzzzzs zzzszzzzzz,1,5,Zzzz zzz zzzzz z zzzz zz zzz Zozzzz zzzzzzzzzz zzz zzz zzzz zzzz zzzzzzzzz zzzzzzzzzz
190,"While Richard drove the sedan, his cousin Barney drove the moving truck to their new apartment.","drove","sedan,","cousin","drove","moving",,,,,,NaN,95,16,0,Zzzzz Zzzzzzz zzzzz zzz zzzzzs zzz zzzzzz szzzzz zzzzz zsz zzzzzz zzzsz zs zzzzz zzz zzzzzzzszz,1,6,Zzzzz Zzzzzoz zzzzz zzz zzzzzz zzz zzzzzz Zzzzzz zzzzz zzz zzzzzz zzzzz zo zzzzz zzz zzzzzzzzzz
191,"As the adventurer paddled the raft down the stream, he was looking for a safe place to come ashore.","adventurer","the","down","stream,","was",,,,,,NaN,99,19,0,Zz zzz zzzzzzzzsz zzzzszz zzz zzzz zzzz zzz zzzzzzz zz szz zzzzzzz zsz z szzz zzzzz zs zzsz zzzzzzz,1,7,Zz zzz zzzzzzzzzz zzzzzoz zzz zzzo zzzz zzz zzzzzzz zz zzz zzozzzz zzz z zzzz zzzzz zz zzzz zzzzzzz
192,"As Henry whittled the stick for roasting marshmallows, his father put another log on the campfire.","whittled","stick","roasting","his","put",,,,,,NaN,98,16,0,Zz Zzzzs zzzzszzz szz zzzzz zzz zzzzzzzs zzszzzzzzzzzz zzs szzzzz zzz zzzzzzz zzz zz szz zzzzzzzzz,1,8,Zz Zzzzo zzzzzzzz zzz zzzzo zzz zzzzzzzz zzzzzzzzzzzzz zzz zzzzzz zzz zzozzzz zzz zz zzo zzzzzzzzz
